,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
0,.,0.072,0.045,0.007,0.052,0.006,0.063,0.015,0.118,0.09,0.066,0.09,0.077,0.051,0.045,0.155,0.049
0,A1_1,0.018,0.117,0.017,0.045,0.008,0.045,0.03,0.021,0.007,0.004,0.129,0.303,0.026,0.128,0.084,0.018
0,A1_2,0.003,0.048,0.027,0.013,0.003,0.121,0.045,0.239,0.012,0.063,0.11,0.07,0.008,0.171,0.052,0.014
0,A1_3,0.005,0.006,0.002,0.032,0.008,0.015,0.038,0.053,0.027,0.031,0.106,0.347,0.021,0.059,0.246,0.004
0,B1_1,0.01,0.036,0.021,0.039,0.007,0.02,0.025,0.015,0.008,0.007,0.113,0.097,0.024,0.476,0.086,0.015
0,B1_2,0.031,0.009,0.035,0.015,0.018,0.023,0.012,0.166,0.114,0.051,0.178,0.022,0.018,0.193,0.065,0.048
0,B1_3,0.007,0.026,0.022,0.046,0.007,0.007,0.004,0.037,0.031,0.018,0.094,0.011,0.022,0.044,0.388,0.239
0,A2_1,0.004,0.035,0.003,0.048,0.016,0.047,0.0,0.021,0.081,0.002,0.054,0.543,0.065,0.061,0.01,0.008
0,A2_2,0.044,0.165,0.041,0.089,0.006,0.044,0.04,0.131,0.003,0.178,0.117,0.014,0.014,0.032,0.035,0.046
0,A2_3,0.018,0.006,0.007,0.007,0.012,0.004,0.006,0.03,0.162,0.012,0.355,0.026,0.126,0.024,0.186,0.018
0,B2_1,0.001,0.026,0.007,0.182,0.003,0.012,0.014,0.003,0.008,0.003,0.14,0.331,0.004,0.113,0.099,0.053
0,B2_2,0.044,0.096,0.053,0.003,0.007,0.022,0.079,0.139,0.031,0.009,0.378,0.026,0.013,0.016,0.019,0.064
0,B2_3,0.007,0.01,0.002,0.024,0.012,0.188,0.201,0.062,0.096,0.027,0.247,0.013,0.002,0.047,0.059,0.003
0,y1,0.067,0.021,0.003,0.004,0.015,0.12,0.512,0.046,0.014,0.009,0.014,0.009,0.008,0.104,0.024,0.028
0,y2,0.016,0.02,0.004,0.033,0.023,0.105,0.296,0.059,0.029,0.011,0.004,0.063,0.015,0.225,0.04,0.058
0,y3,0.05,0.069,0.008,0.033,0.045,0.031,0.095,0.039,0.093,0.038,0.029,0.039,0.02,0.288,0.009,0.113
1,.,0.165,0.043,0.008,0.043,0.007,0.061,0.014,0.114,0.082,0.072,0.067,0.048,0.048,0.047,0.127,0.054
1,A1_1,0.072,0.139,0.022,0.041,0.015,0.062,0.032,0.025,0.008,0.005,0.102,0.162,0.037,0.155,0.094,0.029
1,A1_2,0.024,0.032,0.028,0.019,0.006,0.131,0.023,0.289,0.012,0.059,0.046,0.04,0.016,0.196,0.046,0.032
1,A1_3,0.061,0.009,0.003,0.041,0.02,0.018,0.05,0.09,0.036,0.038,0.063,0.24,0.031,0.071,0.222,0.006
1,B1_1,0.17,0.06,0.02,0.095,0.015,0.048,0.027,0.013,0.004,0.01,0.018,0.09,0.099,0.197,0.087,0.047
1,B1_2,0.191,0.015,0.008,0.008,0.038,0.029,0.013,0.45,0.027,0.098,0.022,0.006,0.04,0.024,0.02,0.013
1,B1_3,0.009,0.006,0.011,0.116,0.005,0.004,0.001,0.015,0.044,0.007,0.04,0.005,0.024,0.03,0.319,0.367
1,A2_1,0.017,0.052,0.005,0.111,0.028,0.05,0.0,0.024,0.061,0.004,0.038,0.452,0.109,0.031,0.004,0.014
1,A2_2,0.394,0.081,0.047,0.083,0.011,0.018,0.025,0.07,0.005,0.093,0.068,0.006,0.01,0.03,0.019,0.041
1,A2_3,0.341,0.01,0.011,0.012,0.013,0.009,0.003,0.058,0.103,0.03,0.115,0.028,0.108,0.028,0.07,0.06
1,B2_1,0.018,0.067,0.005,0.198,0.007,0.028,0.022,0.01,0.003,0.016,0.062,0.266,0.014,0.031,0.215,0.039
1,B2_2,0.06,0.042,0.026,0.009,0.013,0.036,0.07,0.222,0.033,0.01,0.268,0.02,0.014,0.025,0.059,0.092
1,B2_3,0.013,0.027,0.002,0.024,0.018,0.295,0.219,0.054,0.11,0.021,0.114,0.017,0.002,0.037,0.041,0.006
1,y1,0.117,0.026,0.003,0.003,0.01,0.1,0.579,0.031,0.01,0.007,0.011,0.008,0.009,0.058,0.012,0.019
1,y2,0.046,0.029,0.01,0.034,0.018,0.097,0.305,0.05,0.013,0.023,0.002,0.05,0.018,0.147,0.061,0.095
1,y3,0.153,0.045,0.007,0.03,0.074,0.048,0.08,0.078,0.066,0.046,0.014,0.054,0.027,0.169,0.011,0.1
2,.,0.216,0.042,0.008,0.032,0.008,0.059,0.014,0.104,0.08,0.078,0.058,0.037,0.042,0.048,0.12,0.052
2,A1_1,0.105,0.14,0.023,0.025,0.019,0.074,0.037,0.023,0.008,0.006,0.087,0.108,0.035,0.187,0.097,0.029
2,A1_2,0.041,0.032,0.026,0.014,0.007,0.147,0.022,0.258,0.013,0.071,0.031,0.03,0.02,0.194,0.053,0.04
2,A1_3,0.073,0.013,0.003,0.027,0.025,0.015,0.05,0.09,0.028,0.033,0.051,0.227,0.038,0.077,0.244,0.007
2,B1_1,0.239,0.06,0.017,0.053,0.02,0.065,0.023,0.013,0.004,0.013,0.014,0.049,0.106,0.204,0.086,0.035
2,B1_2,0.273,0.014,0.006,0.006,0.062,0.02,0.011,0.361,0.015,0.104,0.012,0.004,0.06,0.02,0.019,0.014
2,B1_3,0.016,0.005,0.011,0.093,0.006,0.005,0.0,0.014,0.032,0.006,0.025,0.004,0.027,0.034,0.422,0.299
2,A2_1,0.023,0.057,0.009,0.111,0.047,0.06,0.001,0.037,0.073,0.005,0.044,0.355,0.119,0.038,0.004,0.018
2,A2_2,0.574,0.054,0.031,0.042,0.009,0.022,0.017,0.038,0.004,0.067,0.044,0.004,0.008,0.032,0.022,0.032
2,A2_3,0.384,0.01,0.013,0.012,0.016,0.009,0.004,0.065,0.091,0.024,0.083,0.032,0.123,0.028,0.046,0.06
2,B2_1,0.042,0.086,0.008,0.104,0.008,0.046,0.023,0.012,0.005,0.023,0.065,0.12,0.011,0.061,0.344,0.041
2,B2_2,0.064,0.035,0.017,0.007,0.031,0.053,0.072,0.274,0.035,0.013,0.234,0.022,0.023,0.03,0.037,0.053
2,B2_3,0.022,0.022,0.003,0.018,0.03,0.307,0.15,0.06,0.13,0.018,0.087,0.009,0.003,0.065,0.068,0.008
2,y1,0.152,0.03,0.002,0.003,0.016,0.1,0.536,0.023,0.011,0.01,0.012,0.007,0.015,0.057,0.009,0.017
2,y2,0.09,0.032,0.017,0.027,0.017,0.067,0.155,0.043,0.014,0.027,0.003,0.025,0.018,0.181,0.131,0.153
2,y3,0.107,0.03,0.007,0.018,0.071,0.05,0.097,0.16,0.04,0.044,0.009,0.122,0.02,0.152,0.008,0.064
3,.,0.248,0.043,0.01,0.03,0.008,0.058,0.015,0.092,0.085,0.08,0.054,0.028,0.036,0.048,0.116,0.051
3,A1_1,0.128,0.131,0.03,0.023,0.025,0.08,0.037,0.019,0.009,0.006,0.081,0.069,0.033,0.193,0.102,0.034
3,A1_2,0.07,0.034,0.027,0.015,0.011,0.187,0.023,0.213,0.015,0.066,0.028,0.021,0.024,0.177,0.047,0.045
3,A1_3,0.168,0.015,0.004,0.033,0.049,0.02,0.055,0.08,0.039,0.031,0.052,0.128,0.042,0.099,0.176,0.009
3,B1_1,0.306,0.064,0.016,0.064,0.027,0.069,0.03,0.012,0.005,0.015,0.012,0.029,0.094,0.159,0.058,0.039
3,B1_2,0.349,0.014,0.007,0.005,0.066,0.013,0.008,0.302,0.019,0.091,0.012,0.003,0.051,0.019,0.019,0.022
3,B1_3,0.022,0.007,0.018,0.109,0.005,0.009,0.001,0.015,0.041,0.006,0.03,0.006,0.026,0.046,0.437,0.224
3,A2_1,0.024,0.057,0.016,0.132,0.052,0.059,0.001,0.038,0.071,0.007,0.057,0.299,0.11,0.039,0.005,0.034
3,A2_2,0.78,0.039,0.012,0.019,0.007,0.018,0.012,0.013,0.002,0.024,0.022,0.002,0.006,0.017,0.017,0.009
3,A2_3,0.352,0.012,0.022,0.016,0.023,0.015,0.005,0.089,0.09,0.026,0.086,0.023,0.103,0.033,0.037,0.068
3,B2_1,0.111,0.114,0.009,0.033,0.014,0.105,0.018,0.011,0.01,0.021,0.065,0.031,0.006,0.133,0.287,0.032
3,B2_2,0.074,0.03,0.009,0.012,0.04,0.082,0.109,0.17,0.039,0.017,0.229,0.025,0.042,0.042,0.027,0.051
3,B2_3,0.079,0.021,0.003,0.005,0.068,0.207,0.082,0.062,0.102,0.009,0.025,0.004,0.005,0.235,0.081,0.011
3,y1,0.157,0.029,0.001,0.004,0.017,0.122,0.488,0.021,0.02,0.015,0.014,0.005,0.022,0.049,0.014,0.022
3,y2,0.108,0.059,0.021,0.025,0.019,0.043,0.101,0.025,0.025,0.024,0.003,0.015,0.013,0.242,0.068,0.207
3,y3,0.076,0.038,0.011,0.008,0.023,0.051,0.046,0.168,0.03,0.072,0.007,0.214,0.025,0.122,0.023,0.085
4,.,0.269,0.042,0.011,0.031,0.009,0.053,0.015,0.088,0.085,0.085,0.051,0.027,0.034,0.042,0.107,0.051
4,A1_1,0.165,0.136,0.034,0.023,0.029,0.089,0.038,0.017,0.008,0.006,0.074,0.059,0.033,0.163,0.091,0.034
4,A1_2,0.108,0.032,0.029,0.019,0.013,0.218,0.029,0.19,0.014,0.062,0.023,0.02,0.025,0.126,0.044,0.049
4,A1_3,0.229,0.017,0.006,0.038,0.062,0.023,0.065,0.075,0.044,0.025,0.044,0.096,0.037,0.103,0.126,0.011
4,B1_1,0.421,0.063,0.014,0.051,0.026,0.079,0.038,0.013,0.004,0.019,0.008,0.018,0.068,0.105,0.04,0.031
4,B1_2,0.414,0.014,0.009,0.005,0.063,0.008,0.01,0.259,0.017,0.07,0.011,0.003,0.049,0.015,0.025,0.03
4,B1_3,0.024,0.008,0.023,0.16,0.005,0.013,0.001,0.018,0.048,0.006,0.025,0.008,0.025,0.041,0.357,0.237
4,A2_1,0.029,0.049,0.033,0.141,0.043,0.051,0.002,0.047,0.064,0.011,0.069,0.27,0.095,0.034,0.005,0.054
4,A2_2,0.852,0.027,0.007,0.015,0.005,0.019,0.005,0.007,0.001,0.012,0.013,0.002,0.007,0.009,0.015,0.006
4,A2_3,0.464,0.016,0.023,0.021,0.039,0.034,0.009,0.086,0.039,0.023,0.07,0.023,0.082,0.032,0.016,0.022
4,B2_1,0.592,0.047,0.006,0.008,0.011,0.096,0.011,0.009,0.003,0.016,0.009,0.005,0.003,0.059,0.102,0.023
4,B2_2,0.091,0.026,0.003,0.015,0.061,0.091,0.09,0.234,0.067,0.025,0.089,0.029,0.076,0.053,0.022,0.027
4,B2_3,0.148,0.017,0.007,0.007,0.042,0.087,0.049,0.033,0.042,0.007,0.006,0.006,0.004,0.415,0.086,0.044
