,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
1,.,0.067,0.037,0.033,0.019,0.093,0.04,0.023,0.014,0.019,0.038,0.056,0.066,0.034,0.162,0.147,0.151
1,A1_1,0.235,0.027,0.025,0.039,0.062,0.071,0.051,0.025,0.036,0.019,0.079,0.102,0.047,0.082,0.037,0.065
1,A1_2,0.256,0.028,0.025,0.038,0.063,0.071,0.054,0.033,0.039,0.019,0.061,0.091,0.045,0.081,0.034,0.06
1,A1_3,0.165,0.019,0.011,0.019,0.113,0.114,0.064,0.023,0.02,0.011,0.053,0.162,0.05,0.077,0.031,0.07
1,B1_1,0.378,0.045,0.128,0.109,0.007,0.009,0.015,0.052,0.096,0.033,0.027,0.008,0.013,0.043,0.022,0.015
1,B1_2,0.365,0.043,0.084,0.089,0.012,0.016,0.023,0.056,0.089,0.037,0.038,0.015,0.021,0.057,0.029,0.027
1,B1_3,0.209,0.061,0.095,0.055,0.035,0.023,0.023,0.048,0.056,0.05,0.037,0.024,0.025,0.114,0.082,0.063
1,A2_1,0.174,0.026,0.018,0.027,0.068,0.071,0.053,0.029,0.032,0.026,0.069,0.094,0.055,0.102,0.054,0.102
1,A2_2,0.212,0.027,0.02,0.033,0.058,0.067,0.054,0.031,0.038,0.025,0.069,0.087,0.052,0.094,0.046,0.086
1,A2_3,0.085,0.02,0.012,0.014,0.135,0.088,0.043,0.012,0.014,0.016,0.065,0.155,0.047,0.108,0.065,0.119
1,B2_1,0.333,0.041,0.06,0.067,0.013,0.017,0.027,0.08,0.091,0.05,0.033,0.014,0.027,0.068,0.039,0.04
1,B2_2,0.34,0.046,0.08,0.075,0.013,0.016,0.023,0.073,0.087,0.045,0.031,0.013,0.022,0.065,0.037,0.033
1,B2_3,0.265,0.045,0.044,0.04,0.036,0.035,0.037,0.087,0.058,0.042,0.029,0.028,0.034,0.097,0.057,0.066
1,y1,0.529,0.021,0.029,0.072,0.01,0.027,0.037,0.053,0.073,0.013,0.037,0.024,0.024,0.029,0.008,0.014
1,y2,0.349,0.029,0.033,0.058,0.031,0.048,0.047,0.04,0.057,0.021,0.063,0.056,0.039,0.064,0.025,0.041
1,y3,0.316,0.029,0.027,0.044,0.041,0.057,0.052,0.048,0.05,0.022,0.054,0.061,0.044,0.072,0.03,0.052
2,.,0.082,0.044,0.04,0.04,0.039,0.034,0.028,0.028,0.028,0.041,0.042,0.037,0.04,0.181,0.171,0.124
2,A1_1,0.217,0.028,0.017,0.019,0.064,0.044,0.047,0.019,0.017,0.02,0.087,0.063,0.131,0.072,0.093,0.061
2,A1_2,0.167,0.028,0.016,0.018,0.065,0.049,0.046,0.017,0.017,0.02,0.096,0.066,0.134,0.083,0.113,0.065
2,A1_3,0.273,0.041,0.032,0.034,0.059,0.031,0.036,0.036,0.027,0.031,0.053,0.047,0.087,0.077,0.074,0.063
2,B1_1,0.141,0.061,0.281,0.139,0.009,0.015,0.017,0.057,0.067,0.044,0.011,0.013,0.008,0.048,0.04,0.05
2,B1_2,0.205,0.064,0.243,0.136,0.01,0.012,0.015,0.069,0.068,0.044,0.009,0.011,0.008,0.038,0.027,0.041
