,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
2,.,0.085,0.014,0.019,0.021,0.025,0.038,0.018,0.022,0.019,0.018,0.026,0.025,0.024,0.237,0.115,0.294
2,A1_1,0.217,0.011,0.006,0.004,0.113,0.072,0.339,0.017,0.023,0.027,0.012,0.017,0.015,0.036,0.057,0.035
2,A1_2,0.166,0.019,0.015,0.022,0.145,0.076,0.085,0.021,0.018,0.019,0.017,0.022,0.015,0.147,0.085,0.128
2,A1_3,0.199,0.013,0.007,0.013,0.316,0.101,0.121,0.01,0.008,0.008,0.012,0.015,0.015,0.069,0.033,0.06
2,B1_1,0.127,0.071,0.13,0.334,0.024,0.009,0.007,0.014,0.01,0.013,0.019,0.029,0.011,0.095,0.034,0.074
2,B1_2,0.225,0.119,0.062,0.297,0.014,0.01,0.005,0.034,0.007,0.01,0.013,0.011,0.013,0.067,0.019,0.094
2,B1_3,0.151,0.062,0.098,0.098,0.012,0.014,0.013,0.015,0.012,0.016,0.037,0.044,0.034,0.154,0.067,0.175
2,A2_1,0.184,0.008,0.035,0.01,0.009,0.018,0.024,0.005,0.019,0.017,0.076,0.134,0.282,0.051,0.055,0.071
2,A2_2,0.187,0.009,0.018,0.008,0.003,0.013,0.01,0.01,0.019,0.01,0.093,0.049,0.401,0.041,0.041,0.09
2,A2_3,0.093,0.009,0.04,0.01,0.012,0.022,0.026,0.005,0.023,0.014,0.114,0.096,0.144,0.131,0.132,0.131
2,B2_1,0.082,0.006,0.01,0.005,0.004,0.014,0.033,0.085,0.18,0.262,0.012,0.023,0.013,0.042,0.166,0.064
2,B2_2,0.343,0.043,0.01,0.03,0.006,0.014,0.017,0.244,0.076,0.066,0.013,0.005,0.019,0.023,0.035,0.056
2,B2_3,0.194,0.016,0.013,0.017,0.012,0.032,0.028,0.109,0.098,0.077,0.026,0.018,0.034,0.077,0.112,0.137
2,y1,0.556,0.052,0.021,0.025,0.027,0.023,0.068,0.022,0.016,0.014,0.03,0.018,0.062,0.019,0.02,0.027
2,y2,0.519,0.069,0.024,0.051,0.046,0.025,0.055,0.032,0.018,0.015,0.024,0.014,0.033,0.024,0.02,0.031
2,y3,0.381,0.02,0.021,0.012,0.013,0.02,0.068,0.032,0.078,0.046,0.063,0.034,0.108,0.02,0.055,0.028
