,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
1,.,1.0,0.32,0.16,-0.114,-0.612,-0.084,-0.523,0.238,0.013,0.271,-0.531,-0.1,-0.321,-0.865,-0.713,-0.68
1,A1_1,0.32,1.0,0.387,0.236,-0.624,-0.605,-0.6,0.141,0.504,0.384,0.033,-0.149,-0.043,0.095,-0.034,0.153
1,A1_2,0.16,0.387,1.0,0.66,-0.461,-0.414,-0.27,0.099,-0.041,0.059,-0.366,-0.446,-0.55,-0.089,-0.022,0.278
1,A1_3,-0.114,0.236,0.66,1.0,-0.381,-0.626,-0.358,-0.009,-0.108,-0.244,-0.055,-0.532,-0.382,0.32,0.19,0.425
1,B1_1,-0.612,-0.624,-0.461,-0.381,1.0,0.771,0.869,-0.075,-0.163,-0.268,0.119,0.024,0.089,0.267,0.366,0.135
1,B1_2,-0.084,-0.605,-0.414,-0.626,0.771,1.0,0.592,0.053,-0.251,0.02,-0.347,0.073,-0.166,-0.276,0.043,-0.221
1,B1_3,-0.523,-0.6,-0.27,-0.358,0.869,0.592,1.0,-0.053,-0.078,-0.262,0.126,-0.007,0.086,0.139,0.249,0.093
1,A2_1,0.238,0.141,0.099,-0.009,-0.075,0.053,-0.053,1.0,0.709,0.501,-0.176,-0.722,-0.536,-0.233,-0.139,-0.049
1,A2_2,0.013,0.504,-0.041,-0.108,-0.163,-0.251,-0.078,0.709,1.0,0.715,0.105,-0.425,-0.158,0.2,0.238,0.309
1,A2_3,0.271,0.384,0.059,-0.244,-0.268,0.02,-0.262,0.501,0.715,1.0,-0.465,-0.254,-0.423,-0.077,0.308,0.301
1,B2_1,-0.531,0.033,-0.366,-0.055,0.119,-0.347,0.126,-0.176,0.105,-0.465,1.0,0.4,0.829,0.534,-0.018,0.026
1,B2_2,-0.1,-0.149,-0.446,-0.532,0.024,0.073,-0.007,-0.722,-0.425,-0.254,0.4,1.0,0.825,0.028,-0.14,-0.264
1,B2_3,-0.321,-0.043,-0.55,-0.382,0.089,-0.166,0.086,-0.536,-0.158,-0.423,0.829,0.825,1.0,0.305,-0.119,-0.19
1,y1,-0.865,0.095,-0.089,0.32,0.267,-0.276,0.139,-0.233,0.2,-0.077,0.534,0.028,0.305,1.0,0.803,0.821
1,y2,-0.713,-0.034,-0.022,0.19,0.366,0.043,0.249,-0.139,0.238,0.308,-0.018,-0.14,-0.119,0.803,1.0,0.933
1,y3,-0.68,0.153,0.278,0.425,0.135,-0.221,0.093,-0.049,0.309,0.301,0.026,-0.264,-0.19,0.821,0.933,1.0
2,.,1.0,-0.152,-0.254,-0.062,-0.209,0.322,0.032,-0.354,-0.289,0.037,0.334,0.089,0.196,-0.686,-0.851,-0.952
2,A1_1,-0.152,1.0,0.448,0.737,-0.545,-0.508,-0.552,0.485,0.221,0.235,-0.042,0.122,-0.104,0.61,0.599,0.031
2,A1_2,-0.254,0.448,1.0,0.665,-0.244,-0.625,-0.185,0.531,0.05,-0.151,-0.303,-0.053,-0.368,0.537,0.338,0.185
2,A1_3,-0.062,0.737,0.665,1.0,-0.352,-0.751,-0.687,0.508,-0.046,-0.013,-0.08,-0.132,-0.28,0.642,0.411,0.005
2,B1_1,-0.209,-0.545,-0.244,-0.352,1.0,0.255,0.617,-0.409,-0.005,-0.254,-0.352,-0.522,-0.234,-0.35,-0.155,0.3
2,B1_2,0.322,-0.508,-0.625,-0.751,0.255,1.0,0.463,-0.501,-0.172,0.191,-0.27,0.04,-0.003,-0.768,-0.499,-0.146
2,B1_3,0.032,-0.552,-0.185,-0.687,0.617,0.463,1.0,-0.45,0.208,0.015,-0.277,-0.267,-0.095,-0.559,-0.363,0.011
2,A2_1,-0.354,0.485,0.531,0.508,-0.409,-0.501,-0.45,1.0,0.642,0.484,-0.181,-0.324,-0.566,0.488,0.414,0.183
2,A2_2,-0.289,0.221,0.05,-0.046,-0.005,-0.172,0.208,0.642,1.0,0.689,-0.141,-0.533,-0.478,0.071,0.212,0.086
2,A2_3,0.037,0.235,-0.151,-0.013,-0.254,0.191,0.015,0.484,0.689,1.0,-0.368,-0.518,-0.588,-0.064,0.064,-0.064
2,B2_1,0.334,-0.042,-0.303,-0.08,-0.352,-0.27,-0.277,-0.181,-0.141,-0.368,1.0,0.563,0.816,-0.031,-0.231,-0.487
2,B2_2,0.089,0.122,-0.053,-0.132,-0.522,0.04,-0.267,-0.324,-0.533,-0.518,0.563,1.0,0.84,0.139,0.072,-0.104
