,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
2,.,1.0,0.023,-0.434,0.506,-0.382,0.738,-0.2,-0.37,0.127,-0.136,0.213,-0.438,0.481,-0.293,-0.552,-0.889
2,A1_1,0.023,1.0,0.788,0.46,-0.291,-0.098,-0.213,0.167,-0.216,-0.308,0.012,-0.011,-0.248,0.334,-0.684,0.051
2,A1_2,-0.434,0.788,1.0,0.023,0.014,-0.331,-0.027,0.306,-0.293,-0.249,-0.109,0.083,-0.417,0.277,-0.313,0.439
2,A1_3,0.506,0.46,0.023,1.0,-0.457,0.302,-0.337,-0.093,-0.105,-0.034,0.309,-0.019,-0.112,0.541,-0.412,-0.301
2,B1_1,-0.382,-0.291,0.014,-0.457,1.0,0.185,0.348,-0.139,0.044,-0.079,-0.147,-0.074,-0.061,-0.081,0.229,0.105
2,B1_2,0.738,-0.098,-0.331,0.302,0.185,1.0,-0.311,-0.406,0.258,-0.112,0.399,-0.377,0.512,-0.214,-0.382,-0.811
2,B1_3,-0.2,-0.213,-0.027,-0.337,0.348,-0.311,1.0,-0.386,-0.561,-0.392,-0.33,-0.033,-0.07,-0.278,0.109,0.134
2,A2_1,-0.37,0.167,0.306,-0.093,-0.139,-0.406,-0.386,1.0,0.398,0.629,-0.108,-0.32,-0.526,0.025,0.279,0.414
2,A2_2,0.127,-0.216,-0.293,-0.105,0.044,0.258,-0.561,0.398,1.0,0.823,-0.282,-0.482,-0.253,0.057,0.346,0.018
2,A2_3,-0.136,-0.308,-0.249,-0.034,-0.079,-0.112,-0.392,0.629,0.823,1.0,-0.278,-0.405,-0.565,0.221,0.679,0.359
2,B2_1,0.213,0.012,-0.109,0.309,-0.147,0.399,-0.33,-0.108,-0.282,-0.278,1.0,0.227,0.6,-0.133,-0.22,-0.43
2,B2_2,-0.438,-0.011,0.083,-0.019,-0.074,-0.377,-0.033,-0.32,-0.482,-0.405,0.227,1.0,0.204,0.416,0.077,0.341
2,B2_3,0.481,-0.248,-0.417,-0.112,-0.061,0.512,-0.07,-0.526,-0.253,-0.565,0.6,0.204,1.0,-0.593,-0.42,-0.744
2,y1,-0.293,0.334,0.277,0.541,-0.081,-0.214,-0.278,0.025,0.057,0.221,-0.133,0.416,-0.593,1.0,0.171,0.516
2,y2,-0.552,-0.684,-0.313,-0.412,0.229,-0.382,0.109,0.279,0.346,0.679,-0.22,0.077,-0.42,0.171,1.0,0.626
2,y3,-0.889,0.051,0.439,-0.301,0.105,-0.811,0.134,0.414,0.018,0.359,-0.43,0.341,-0.744,0.516,0.626,1.0
4,.,1.0,0.326,-0.547,0.729,0.549,-0.077,0.375,0.19,-0.575,-0.151,0.07,0.157,0.598,-0.65,-0.359,-0.467
4,A1_1,0.326,1.0,0.386,0.582,-0.253,-0.065,-0.456,0.039,-0.38,-0.344,-0.172,0.302,0.164,-0.101,-0.1,-0.13
4,A1_2,-0.547,0.386,1.0,-0.129,-0.492,-0.097,-0.679,0.025,-0.004,-0.158,-0.211,0.014,-0.244,0.207,-0.175,-0.006
4,A1_3,0.729,0.582,-0.129,1.0,0.499,-0.312,-0.002,0.245,-0.589,-0.45,0.144,0.228,0.567,-0.274,-0.196,-0.4
4,B1_1,0.549,-0.253,-0.492,0.499,1.0,-0.068,0.69,0.193,-0.4,-0.206,-0.021,-0.238,0.178,-0.358,-0.155,-0.542
4,B1_2,-0.077,-0.065,-0.097,-0.312,-0.068,1.0,0.434,-0.893,-0.161,-0.101,-0.176,0.052,-0.307,-0.355,-0.275,0.122
4,B1_3,0.375,-0.456,-0.679,-0.002,0.69,0.434,1.0,-0.242,-0.066,-0.014,-0.18,-0.435,-0.205,-0.431,-0.02,-0.34
4,A2_1,0.19,0.039,0.025,0.245,0.193,-0.893,-0.242,1.0,0.229,0.321,-0.06,-0.317,0.195,0.059,0.212,-0.443
4,A2_2,-0.575,-0.38,-0.004,-0.589,-0.4,-0.161,-0.066,0.229,1.0,0.456,0.014,-0.499,-0.422,0.367,0.572,0.149
4,A2_3,-0.151,-0.344,-0.158,-0.45,-0.206,-0.101,-0.014,0.321,0.456,1.0,-0.451,-0.503,-0.266,-0.12,0.349,-0.246
4,B2_1,0.07,-0.172,-0.211,0.144,-0.021,-0.176,-0.18,-0.06,0.014,-0.451,1.0,0.654,0.725,0.152,-0.321,0.493
4,B2_2,0.157,0.302,0.014,0.228,-0.238,0.052,-0.435,-0.317,-0.499,-0.503,0.654,1.0,0.642,0.16,-0.401,0.631
4,B2_3,0.598,0.164,-0.244,0.567,0.178,-0.307,-0.205,0.195,-0.422,-0.266,0.725,0.642,1.0,-0.318,-0.566,0.008
4,y1,-0.65,-0.101,0.207,-0.274,-0.358,-0.355,-0.431,0.059,0.367,-0.12,0.152,0.16,-0.318,1.0,0.674,0.696
4,y2,-0.359,-0.1,-0.175,-0.196,-0.155,-0.275,-0.02,0.212,0.572,0.349,-0.321,-0.401,-0.566,0.674,1.0,0.219
4,y3,-0.467,-0.13,-0.006,-0.4,-0.542,0.122,-0.34,-0.443,0.149,-0.246,0.493,0.631,0.008,0.696,0.219,1.0
6,.,1.0,-0.469,-0.478,0.104,0.74,0.287,0.526,-0.197,0.134,0.581,0.315,0.35,0.402,-0.41,-0.598,-0.448
6,A1_1,-0.469,1.0,0.181,0.576,-0.16,-0.218,-0.333,-0.303,-0.042,-0.519,0.067,-0.526,-0.303,0.032,0.121,0.053
6,A1_2,-0.478,0.181,1.0,0.101,-0.518,-0.248,-0.123,0.172,-0.301,-0.129,-0.13,-0.18,-0.377,-0.34,-0.066,-0.329
6,A1_3,0.104,0.576,0.101,1.0,0.281,-0.018,-0.005,-0.364,-0.378,-0.31,0.434,-0.369,-0.185,-0.232,-0.142,-0.156
6,B1_1,0.74,-0.16,-0.518,0.281,1.0,0.329,0.811,-0.569,-0.049,0.382,0.602,0.333,0.547,-0.028,-0.237,-0.175
6,B1_2,0.287,-0.218,-0.248,-0.018,0.329,1.0,0.323,-0.504,-0.487,-0.039,0.181,0.197,0.257,-0.315,0.185,-0.098
6,B1_3,0.526,-0.333,-0.123,-0.005,0.811,0.323,1.0,-0.587,-0.086,0.365,0.543,0.367,0.473,0.037,-0.018,-0.165
6,A2_1,-0.197,-0.303,0.172,-0.364,-0.569,-0.504,-0.587,1.0,0.39,0.27,-0.748,-0.068,-0.354,-0.055,-0.301,-0.185
6,A2_2,0.134,-0.042,-0.301,-0.378,-0.049,-0.487,-0.086,0.39,1.0,0.224,-0.566,-0.307,-0.299,0.227,-0.159,-0.118
6,A2_3,0.581,-0.519,-0.129,-0.31,0.382,-0.039,0.365,0.27,0.224,1.0,-0.005,0.696,0.576,-0.241,-0.622,-0.548
6,B2_1,0.315,0.067,-0.13,0.434,0.602,0.181,0.543,-0.748,-0.566,-0.005,1.0,0.443,0.637,0.091,0.039,0.253
6,B2_2,0.35,-0.526,-0.18,-0.369,0.333,0.197,0.367,-0.068,-0.307,0.696,0.443,1.0,0.927,0.005,-0.226,0.004
6,B2_3,0.402,-0.303,-0.377,-0.185,0.547,0.257,0.473,-0.354,-0.299,0.576,0.637,0.927,1.0,0.116,-0.138,0.112
6,y1,-0.41,0.032,-0.34,-0.232,-0.028,-0.315,0.037,-0.055,0.227,-0.241,0.091,0.005,0.116,1.0,0.729,0.826
6,y2,-0.598,0.121,-0.066,-0.142,-0.237,0.185,-0.018,-0.301,-0.159,-0.622,0.039,-0.226,-0.138,0.729,1.0,0.776
6,y3,-0.448,0.053,-0.329,-0.156,-0.175,-0.098,-0.165,-0.185,-0.118,-0.548,0.253,0.004,0.112,0.826,0.776,1.0
8,.,1.0,0.197,0.216,0.27,0.247,0.4,0.215,0.093,-0.09,-0.513,-0.064,0.081,0.004,-0.636,-0.868,-0.181
8,A1_1,0.197,1.0,0.335,0.534,-0.463,0.44,-0.113,0.391,0.198,-0.158,0.161,-0.573,0.335,0.263,-0.604,0.209
8,A1_2,0.216,0.335,1.0,0.848,-0.533,0.078,-0.598,0.197,-0.271,-0.378,-0.213,-0.113,-0.064,0.321,-0.339,0.279
8,A1_3,0.27,0.534,0.848,1.0,-0.721,-0.043,-0.697,0.316,-0.131,-0.168,-0.107,-0.319,-0.035,0.162,-0.467,0.215
8,B1_1,0.247,-0.463,-0.533,-0.721,1.0,0.042,0.773,-0.413,0.267,-0.116,-0.055,0.132,-0.22,-0.326,0.119,-0.4
8,B1_2,0.4,0.44,0.078,-0.043,0.042,1.0,0.176,0.271,-0.244,-0.431,-0.2,0.042,0.139,-0.233,-0.539,0.331
8,B1_3,0.215,-0.113,-0.598,-0.697,0.773,0.176,1.0,-0.186,0.339,-0.188,0.247,-0.007,0.174,-0.098,-0.077,-0.247
8,A2_1,0.093,0.391,0.197,0.316,-0.413,0.271,-0.186,1.0,0.294,0.464,-0.479,-0.535,0.026,-0.02,-0.224,-0.096
8,A2_2,-0.09,0.198,-0.271,-0.131,0.267,-0.244,0.339,0.294,1.0,0.437,-0.301,-0.673,-0.376,0.272,0.147,-0.182
8,A2_3,-0.513,-0.158,-0.378,-0.168,-0.116,-0.431,-0.188,0.464,0.437,1.0,-0.249,-0.44,-0.103,-0.01,0.544,-0.467
8,B2_1,-0.064,0.161,-0.213,-0.107,-0.055,-0.2,0.247,-0.479,-0.301,-0.249,1.0,0.252,0.799,0.079,-0.154,-0.185
8,B2_2,0.081,-0.573,-0.113,-0.319,0.132,0.042,-0.007,-0.535,-0.673,-0.44,0.252,1.0,0.136,-0.315,0.045,0.174
8,B2_3,0.004,0.335,-0.064,-0.035,-0.22,0.139,0.174,0.026,-0.376,-0.103,0.799,0.136,1.0,0.015,-0.307,-0.296
8,y1,-0.636,0.263,0.321,0.162,-0.326,-0.233,-0.098,-0.02,0.272,-0.01,0.079,-0.315,0.015,1.0,0.397,0.422
8,y2,-0.868,-0.604,-0.339,-0.467,0.119,-0.539,-0.077,-0.224,0.147,0.544,-0.154,0.045,-0.307,0.397,1.0,0.002
8,y3,-0.181,0.209,0.279,0.215,-0.4,0.331,-0.247,-0.096,-0.182,-0.467,-0.185,0.174,-0.296,0.422,0.002,1.0
10,.,1.0,0.369,0.283,0.335,0.135,-0.267,0.183,-0.304,-0.482,-0.459,0.058,0.071,0.343,-0.121,-0.287,0.018
10,A1_1,0.369,1.0,-0.021,0.558,0.089,-0.439,-0.1,-0.511,-0.191,-0.555,0.543,0.437,0.676,0.508,0.121,0.519
10,A1_2,0.283,-0.021,1.0,0.401,-0.286,0.224,-0.073,-0.138,-0.161,-0.368,-0.191,0.061,-0.453,-0.603,-0.204,-0.363
10,A1_3,0.335,0.558,0.401,1.0,0.025,-0.185,-0.569,-0.5,0.303,-0.653,0.2,0.385,0.071,0.203,0.266,-0.099
10,B1_1,0.135,0.089,-0.286,0.025,1.0,0.56,0.405,-0.453,-0.162,-0.346,-0.0,0.058,0.362,0.029,0.492,0.11
10,B1_2,-0.267,-0.439,0.224,-0.185,0.56,1.0,0.262,-0.355,-0.056,-0.228,-0.069,0.181,-0.146,-0.435,0.336,-0.386
10,B1_3,0.183,-0.1,-0.073,-0.569,0.405,0.262,1.0,0.08,-0.766,0.104,-0.218,-0.473,0.18,-0.25,-0.327,0.34
10,A2_1,-0.304,-0.511,-0.138,-0.5,-0.453,-0.355,0.08,1.0,0.127,0.727,-0.522,-0.732,-0.587,-0.188,-0.237,0.002
10,A2_2,-0.482,-0.191,-0.161,0.303,-0.162,-0.056,-0.766,0.127,1.0,0.132,-0.194,0.06,-0.318,0.005,0.22,-0.511
10,A2_3,-0.459,-0.555,-0.368,-0.653,-0.346,-0.228,0.104,0.727,0.132,1.0,-0.541,-0.616,-0.504,-0.055,-0.243,0.196
10,B2_1,0.058,0.543,-0.191,0.2,-0.0,-0.069,-0.218,-0.522,-0.194,-0.541,1.0,0.833,0.722,0.663,0.345,0.246
10,B2_2,0.071,0.437,0.061,0.385,0.058,0.181,-0.473,-0.732,0.06,-0.616,0.833,1.0,0.523,0.368,0.436,-0.075
10,B2_3,0.343,0.676,-0.453,0.071,0.362,-0.146,0.18,-0.587,-0.318,-0.504,0.722,0.523,1.0,0.53,0.06,0.343
10,y1,-0.121,0.508,-0.603,0.203,0.029,-0.435,-0.25,-0.188,0.005,-0.055,0.663,0.368,0.53,1.0,0.423,0.637
10,y2,-0.287,0.121,-0.204,0.266,0.492,0.336,-0.327,-0.237,0.22,-0.243,0.345,0.436,0.06,0.423,1.0,0.178
10,y3,0.018,0.519,-0.363,-0.099,0.11,-0.386,0.34,0.002,-0.511,0.196,0.246,-0.075,0.343,0.637,0.178,1.0
12,.,1.0,-0.117,0.299,-0.552,0.117,0.514,-0.086,-0.084,-0.315,-0.358,0.206,-0.469,0.086,-0.404,-0.498,-0.36
12,A1_1,-0.117,1.0,0.443,0.479,-0.6,-0.305,-0.349,0.376,-0.586,-0.269,-0.13,-0.432,-0.311,-0.116,-0.129,-0.319
12,A1_2,0.299,0.443,1.0,0.516,-0.176,0.101,0.213,-0.1,-0.652,-0.505,-0.098,-0.047,-0.196,0.261,-0.172,0.267
12,A1_3,-0.552,0.479,0.516,1.0,-0.388,-0.54,0.16,0.057,-0.198,0.094,-0.371,0.289,-0.469,0.217,0.131,0.304
12,B1_1,0.117,-0.6,-0.176,-0.388,1.0,0.667,0.603,-0.557,-0.078,-0.157,-0.193,0.145,-0.056,0.311,0.434,0.289
12,B1_2,0.514,-0.305,0.101,-0.54,0.667,1.0,-0.008,-0.456,-0.337,-0.323,-0.178,-0.262,0.056,0.321,-0.066,0.033
12,B1_3,-0.086,-0.349,0.213,0.16,0.603,-0.008,1.0,-0.24,-0.064,-0.224,-0.035,0.442,-0.09,0.265,0.584,0.504
12,A2_1,-0.084,0.376,-0.1,0.057,-0.557,-0.456,-0.24,1.0,0.213,0.246,-0.193,-0.316,-0.126,-0.311,0.11,-0.578
12,A2_2,-0.315,-0.586,-0.652,-0.198,-0.078,-0.337,-0.064,0.213,1.0,0.732,0.077,0.23,0.175,-0.015,0.289,0.124
