,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
1,.,0.082,0.06,0.061,0.061,0.058,0.062,0.06,0.06,0.062,0.063,0.061,0.059,0.059,0.065,0.064,0.063
1,A1_1,0.084,0.059,0.06,0.062,0.059,0.063,0.059,0.061,0.063,0.064,0.059,0.059,0.057,0.065,0.065,0.063
1,A1_2,0.085,0.059,0.059,0.06,0.059,0.062,0.059,0.062,0.061,0.064,0.059,0.059,0.059,0.065,0.066,0.062
1,A1_3,0.085,0.059,0.058,0.061,0.058,0.061,0.059,0.061,0.061,0.063,0.059,0.061,0.061,0.064,0.065,0.064
1,B1_1,0.088,0.056,0.061,0.059,0.057,0.063,0.058,0.061,0.06,0.066,0.06,0.058,0.058,0.066,0.066,0.062
1,B1_2,0.089,0.056,0.059,0.058,0.058,0.061,0.059,0.061,0.061,0.066,0.06,0.058,0.059,0.065,0.067,0.064
1,B1_3,0.091,0.057,0.06,0.057,0.057,0.061,0.058,0.061,0.059,0.068,0.059,0.06,0.061,0.064,0.065,0.063
1,A2_1,0.09,0.057,0.063,0.058,0.058,0.062,0.057,0.063,0.059,0.068,0.056,0.059,0.059,0.064,0.065,0.063
1,A2_2,0.089,0.058,0.061,0.059,0.057,0.061,0.059,0.061,0.06,0.066,0.058,0.058,0.059,0.065,0.064,0.062
1,A2_3,0.089,0.059,0.061,0.06,0.058,0.063,0.06,0.06,0.061,0.066,0.058,0.057,0.059,0.065,0.063,0.061
1,B2_1,0.09,0.058,0.06,0.058,0.059,0.061,0.058,0.062,0.061,0.067,0.057,0.057,0.059,0.064,0.068,0.059
1,B2_2,0.095,0.056,0.06,0.058,0.058,0.061,0.058,0.062,0.061,0.067,0.057,0.057,0.058,0.063,0.067,0.061
1,B2_3,0.087,0.057,0.061,0.059,0.059,0.062,0.06,0.06,0.061,0.065,0.061,0.06,0.058,0.063,0.064,0.064
1,y1,0.088,0.058,0.062,0.057,0.059,0.062,0.059,0.06,0.062,0.066,0.061,0.058,0.058,0.063,0.066,0.062
1,y2,0.09,0.057,0.061,0.058,0.058,0.063,0.058,0.06,0.061,0.066,0.06,0.06,0.057,0.062,0.066,0.063
1,y3,0.088,0.057,0.061,0.058,0.058,0.063,0.058,0.06,0.061,0.063,0.06,0.061,0.06,0.063,0.065,0.065
2,.,0.103,0.058,0.06,0.06,0.056,0.06,0.058,0.058,0.059,0.061,0.059,0.057,0.056,0.067,0.065,0.064
2,A1_1,0.107,0.057,0.058,0.06,0.057,0.06,0.057,0.059,0.06,0.062,0.057,0.057,0.055,0.066,0.066,0.064
2,A1_2,0.109,0.057,0.056,0.058,0.057,0.059,0.057,0.06,0.058,0.061,0.057,0.057,0.057,0.066,0.068,0.063
2,A1_3,0.11,0.057,0.056,0.059,0.056,0.059,0.057,0.059,0.057,0.06,0.056,0.058,0.059,0.065,0.066,0.065
2,B1_1,0.116,0.054,0.058,0.057,0.055,0.06,0.055,0.058,0.056,0.063,0.057,0.056,0.056,0.067,0.067,0.064
2,B1_2,0.118,0.053,0.056,0.055,0.056,0.058,0.056,0.059,0.057,0.063,0.057,0.056,0.056,0.066,0.068,0.065
2,B1_3,0.122,0.054,0.057,0.054,0.055,0.057,0.056,0.058,0.056,0.064,0.056,0.057,0.058,0.065,0.067,0.064
