,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
2,.,0.119,0.016,0.033,0.034,0.028,0.108,0.157,0.027,0.075,0.069,0.018,0.013,0.012,0.199,0.066,0.026
2,A1_1,0.256,0.01,0.012,0.019,0.024,0.117,0.08,0.015,0.028,0.018,0.133,0.038,0.037,0.095,0.056,0.061
2,A1_2,0.565,0.021,0.007,0.009,0.01,0.035,0.038,0.016,0.045,0.009,0.142,0.021,0.02,0.029,0.021,0.01
2,A1_3,0.331,0.012,0.013,0.015,0.021,0.114,0.141,0.013,0.058,0.023,0.068,0.023,0.019,0.087,0.041,0.021
2,B1_1,0.182,0.044,0.044,0.067,0.023,0.036,0.048,0.108,0.081,0.071,0.024,0.018,0.019,0.122,0.082,0.03
2,B1_2,0.13,0.06,0.052,0.074,0.018,0.016,0.027,0.191,0.106,0.112,0.01,0.01,0.012,0.095,0.072,0.018
2,B1_3,0.117,0.05,0.118,0.036,0.021,0.027,0.037,0.046,0.088,0.126,0.007,0.013,0.007,0.204,0.079,0.023
2,A2_1,0.32,0.008,0.021,0.009,0.024,0.049,0.026,0.005,0.012,0.014,0.061,0.098,0.029,0.056,0.089,0.176
2,A2_2,0.195,0.003,0.006,0.005,0.015,0.255,0.151,0.001,0.011,0.004,0.182,0.024,0.016,0.088,0.021,0.024
2,A2_3,0.474,0.024,0.026,0.012,0.014,0.041,0.027,0.016,0.036,0.026,0.058,0.072,0.016,0.085,0.048,0.027
2,B2_1,0.216,0.067,0.02,0.027,0.008,0.006,0.006,0.286,0.11,0.127,0.011,0.018,0.01,0.045,0.035,0.008
2,B2_2,0.084,0.045,0.04,0.065,0.031,0.02,0.027,0.241,0.056,0.104,0.006,0.019,0.011,0.091,0.121,0.04
2,B2_3,0.083,0.045,0.144,0.038,0.013,0.011,0.018,0.056,0.095,0.227,0.002,0.011,0.005,0.151,0.081,0.02
2,y1,0.6,0.041,0.009,0.012,0.008,0.015,0.015,0.048,0.062,0.015,0.086,0.022,0.016,0.023,0.021,0.007
2,y2,0.491,0.049,0.016,0.018,0.011,0.018,0.015,0.06,0.056,0.021,0.097,0.031,0.024,0.039,0.036,0.018
2,y3,0.653,0.025,0.005,0.008,0.004,0.007,0.005,0.028,0.03,0.007,0.148,0.023,0.026,0.01,0.014,0.008
4,.,0.085,0.015,0.018,0.024,0.031,0.034,0.012,0.019,0.019,0.046,0.039,0.036,0.046,0.104,0.108,0.363
