,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
0,.,0.049,0.067,0.066,0.048,0.037,0.049,0.069,0.143,0.026,0.065,0.05,0.109,0.093,0.039,0.009,0.081
0,A1_1,0.026,0.018,0.087,0.004,0.038,0.07,0.047,0.016,0.015,0.078,0.024,0.045,0.389,0.05,0.016,0.079
0,A1_2,0.022,0.033,0.073,0.022,0.084,0.048,0.132,0.124,0.008,0.059,0.042,0.142,0.046,0.056,0.004,0.105
0,A1_3,0.06,0.02,0.03,0.012,0.02,0.09,0.039,0.06,0.013,0.118,0.078,0.189,0.084,0.065,0.005,0.118
0,B1_1,0.021,0.013,0.017,0.022,0.042,0.041,0.097,0.22,0.003,0.058,0.061,0.124,0.022,0.051,0.005,0.205
0,B1_2,0.035,0.014,0.034,0.013,0.049,0.086,0.047,0.071,0.026,0.095,0.092,0.098,0.087,0.044,0.016,0.192
0,B1_3,0.03,0.022,0.043,0.022,0.039,0.053,0.076,0.165,0.008,0.075,0.062,0.101,0.031,0.044,0.007,0.222
0,A2_1,0.042,0.008,0.017,0.015,0.024,0.058,0.018,0.147,0.01,0.069,0.099,0.129,0.027,0.025,0.013,0.3
0,A2_2,0.047,0.011,0.031,0.01,0.056,0.065,0.033,0.103,0.008,0.056,0.149,0.038,0.046,0.037,0.031,0.279
0,A2_3,0.039,0.037,0.069,0.024,0.072,0.036,0.031,0.226,0.007,0.038,0.083,0.113,0.006,0.014,0.008,0.196
0,B2_1,0.056,0.02,0.013,0.049,0.011,0.046,0.021,0.194,0.012,0.062,0.163,0.117,0.009,0.021,0.007,0.198
0,B2_2,0.085,0.016,0.024,0.019,0.025,0.105,0.039,0.085,0.005,0.079,0.131,0.067,0.023,0.063,0.013,0.221
0,B2_3,0.039,0.054,0.028,0.022,0.079,0.041,0.065,0.218,0.005,0.049,0.058,0.188,0.007,0.02,0.009,0.118
0,y1,0.057,0.025,0.011,0.068,0.008,0.043,0.019,0.188,0.043,0.063,0.195,0.122,0.018,0.019,0.007,0.114
0,y2,0.144,0.033,0.018,0.021,0.009,0.168,0.054,0.053,0.006,0.125,0.049,0.084,0.031,0.105,0.007,0.091
0,y3,0.037,0.024,0.043,0.008,0.077,0.044,0.015,0.127,0.024,0.05,0.108,0.089,0.022,0.008,0.063,0.259
1,.,0.054,0.07,0.068,0.049,0.037,0.049,0.069,0.137,0.028,0.065,0.049,0.106,0.093,0.04,0.009,0.077
1,A1_1,0.028,0.019,0.09,0.004,0.038,0.07,0.046,0.015,0.015,0.077,0.023,0.044,0.385,0.051,0.017,0.076
1,A1_2,0.025,0.035,0.078,0.022,0.087,0.048,0.136,0.117,0.008,0.059,0.041,0.135,0.049,0.059,0.004,0.098
1,A1_3,0.074,0.023,0.032,0.012,0.019,0.093,0.039,0.053,0.013,0.118,0.075,0.182,0.086,0.07,0.005,0.106
1,B1_1,0.026,0.015,0.019,0.024,0.044,0.042,0.103,0.212,0.003,0.058,0.059,0.125,0.021,0.054,0.005,0.19
1,B1_2,0.045,0.016,0.035,0.016,0.045,0.092,0.048,0.067,0.03,0.097,0.095,0.098,0.084,0.049,0.015,0.169
1,B1_3,0.039,0.026,0.05,0.022,0.04,0.059,0.08,0.146,0.009,0.079,0.06,0.1,0.033,0.049,0.007,0.2
1,A2_1,0.053,0.01,0.018,0.016,0.024,0.06,0.018,0.144,0.01,0.07,0.099,0.136,0.025,0.026,0.013,0.278
1,A2_2,0.064,0.013,0.031,0.012,0.049,0.072,0.035,0.095,0.009,0.06,0.157,0.038,0.047,0.044,0.03,0.243
1,A2_3,0.048,0.043,0.08,0.025,0.078,0.039,0.033,0.204,0.007,0.04,0.082,0.113,0.006,0.015,0.008,0.18
1,B2_1,0.072,0.024,0.014,0.061,0.01,0.047,0.021,0.188,0.013,0.061,0.163,0.121,0.008,0.021,0.006,0.169
1,B2_2,0.119,0.019,0.024,0.022,0.021,0.119,0.04,0.071,0.006,0.082,0.134,0.061,0.024,0.074,0.012,0.172
1,B2_3,0.046,0.071,0.033,0.022,0.089,0.041,0.075,0.197,0.005,0.048,0.051,0.188,0.007,0.021,0.009,0.097
1,y1,0.07,0.029,0.011,0.085,0.008,0.043,0.019,0.176,0.049,0.061,0.197,0.118,0.016,0.019,0.006,0.093
1,y2,0.171,0.038,0.018,0.021,0.009,0.183,0.057,0.042,0.007,0.12,0.04,0.076,0.031,0.113,0.007,0.068
1,y3,0.04,0.028,0.047,0.009,0.09,0.044,0.016,0.125,0.026,0.048,0.097,0.091,0.023,0.008,0.072,0.235
2,.,0.06,0.073,0.069,0.051,0.036,0.05,0.068,0.131,0.03,0.065,0.049,0.102,0.093,0.04,0.009,0.073
2,A1_1,0.031,0.02,0.092,0.004,0.038,0.071,0.046,0.014,0.016,0.076,0.023,0.044,0.378,0.053,0.018,0.075
2,A1_2,0.029,0.038,0.083,0.023,0.087,0.048,0.137,0.111,0.009,0.058,0.04,0.13,0.05,0.061,0.004,0.092
2,A1_3,0.09,0.025,0.034,0.013,0.018,0.094,0.038,0.048,0.014,0.117,0.072,0.176,0.085,0.073,0.005,0.096
2,B1_1,0.032,0.016,0.02,0.026,0.045,0.043,0.107,0.203,0.003,0.058,0.059,0.126,0.02,0.058,0.005,0.179
2,B1_2,0.058,0.018,0.034,0.018,0.041,0.098,0.047,0.063,0.034,0.099,0.099,0.096,0.078,0.052,0.015,0.149
2,B1_3,0.051,0.031,0.056,0.023,0.038,0.064,0.081,0.13,0.009,0.083,0.059,0.1,0.034,0.055,0.007,0.18
2,A2_1,0.065,0.012,0.02,0.018,0.023,0.06,0.018,0.141,0.011,0.07,0.099,0.143,0.022,0.026,0.012,0.259
2,A2_2,0.089,0.016,0.03,0.015,0.04,0.081,0.035,0.087,0.01,0.063,0.168,0.036,0.044,0.05,0.027,0.209
2,A2_3,0.059,0.051,0.09,0.025,0.082,0.041,0.034,0.182,0.008,0.04,0.081,0.11,0.007,0.016,0.008,0.166
2,B2_1,0.091,0.029,0.014,0.076,0.009,0.048,0.02,0.18,0.014,0.059,0.163,0.121,0.006,0.02,0.005,0.144
2,B2_2,0.163,0.023,0.023,0.026,0.017,0.13,0.039,0.057,0.007,0.082,0.133,0.054,0.024,0.083,0.011,0.129
2,B2_3,0.051,0.091,0.036,0.022,0.098,0.041,0.085,0.176,0.005,0.047,0.045,0.185,0.007,0.021,0.009,0.08
2,y1,0.083,0.033,0.01,0.101,0.007,0.043,0.019,0.164,0.054,0.058,0.195,0.115,0.015,0.019,0.006,0.078
2,y2,0.193,0.041,0.017,0.021,0.008,0.194,0.057,0.034,0.007,0.115,0.034,0.07,0.03,0.117,0.007,0.054
2,y3,0.043,0.033,0.05,0.009,0.101,0.045,0.018,0.123,0.028,0.047,0.086,0.092,0.023,0.008,0.081,0.212
3,.,0.065,0.075,0.07,0.052,0.036,0.05,0.068,0.127,0.031,0.065,0.048,0.099,0.092,0.041,0.01,0.071
3,A1_1,0.034,0.021,0.094,0.004,0.038,0.071,0.046,0.014,0.016,0.076,0.022,0.043,0.374,0.054,0.019,0.075
3,A1_2,0.032,0.039,0.087,0.023,0.089,0.048,0.138,0.105,0.009,0.058,0.04,0.123,0.052,0.063,0.004,0.089
3,A1_3,0.106,0.027,0.036,0.013,0.018,0.095,0.037,0.045,0.014,0.116,0.07,0.169,0.084,0.076,0.005,0.09
3,B1_1,0.038,0.018,0.021,0.027,0.046,0.044,0.109,0.196,0.003,0.058,0.058,0.124,0.02,0.06,0.005,0.173
3,B1_2,0.071,0.02,0.034,0.02,0.038,0.101,0.046,0.06,0.037,0.099,0.102,0.093,0.074,0.054,0.015,0.136
3,B1_3,0.063,0.035,0.06,0.024,0.037,0.068,0.081,0.118,0.009,0.085,0.057,0.097,0.034,0.058,0.007,0.166
3,A2_1,0.078,0.013,0.021,0.02,0.022,0.061,0.017,0.138,0.011,0.07,0.099,0.146,0.02,0.025,0.012,0.246
3,A2_2,0.113,0.017,0.028,0.018,0.034,0.086,0.034,0.081,0.011,0.064,0.174,0.034,0.041,0.055,0.026,0.184
3,A2_3,0.069,0.057,0.099,0.024,0.086,0.043,0.035,0.166,0.008,0.041,0.079,0.105,0.007,0.017,0.009,0.154
3,B2_1,0.109,0.032,0.014,0.087,0.009,0.047,0.02,0.172,0.015,0.057,0.162,0.119,0.005,0.02,0.005,0.128
3,B2_2,0.202,0.026,0.022,0.028,0.014,0.135,0.037,0.048,0.007,0.08,0.129,0.049,0.023,0.088,0.01,0.103
3,B2_3,0.055,0.108,0.039,0.021,0.106,0.04,0.094,0.16,0.005,0.046,0.041,0.176,0.007,0.022,0.009,0.069
3,y1,0.094,0.036,0.011,0.112,0.007,0.043,0.019,0.156,0.056,0.056,0.189,0.112,0.015,0.02,0.005,0.069
3,y2,0.209,0.042,0.016,0.022,0.008,0.198,0.057,0.03,0.007,0.111,0.031,0.065,0.029,0.119,0.007,0.047
3,y3,0.045,0.036,0.052,0.009,0.111,0.046,0.019,0.121,0.03,0.046,0.078,0.092,0.024,0.008,0.088,0.196
4,.,0.069,0.077,0.071,0.054,0.036,0.05,0.067,0.123,0.033,0.065,0.048,0.095,0.092,0.041,0.01,0.069
4,A1_1,0.036,0.021,0.096,0.004,0.038,0.07,0.045,0.014,0.017,0.075,0.022,0.043,0.368,0.055,0.021,0.075
