,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
1,.,0.076,0.059,0.06,0.062,0.063,0.059,0.063,0.06,0.061,0.063,0.062,0.063,0.062,0.062,0.061,0.063
1,A1_1,0.074,0.059,0.062,0.061,0.065,0.06,0.062,0.06,0.059,0.065,0.065,0.062,0.062,0.06,0.061,0.064
1,A1_2,0.073,0.059,0.061,0.06,0.063,0.06,0.064,0.058,0.06,0.066,0.062,0.061,0.064,0.06,0.061,0.065
1,A1_3,0.073,0.06,0.061,0.059,0.064,0.06,0.062,0.057,0.06,0.068,0.063,0.063,0.063,0.059,0.059,0.066
1,B1_1,0.073,0.059,0.061,0.06,0.066,0.059,0.062,0.058,0.059,0.069,0.064,0.064,0.063,0.058,0.058,0.066
1,B1_2,0.072,0.06,0.061,0.059,0.067,0.059,0.059,0.059,0.059,0.068,0.065,0.065,0.063,0.059,0.058,0.067
1,B1_3,0.072,0.059,0.061,0.06,0.068,0.06,0.058,0.058,0.058,0.067,0.067,0.065,0.062,0.058,0.059,0.068
1,A2_1,0.073,0.059,0.061,0.058,0.067,0.059,0.059,0.058,0.057,0.068,0.065,0.065,0.064,0.059,0.06,0.067
1,A2_2,0.071,0.062,0.062,0.057,0.065,0.061,0.059,0.058,0.057,0.068,0.062,0.062,0.066,0.061,0.062,0.067
1,A2_3,0.074,0.061,0.061,0.056,0.066,0.06,0.058,0.058,0.058,0.069,0.062,0.063,0.066,0.061,0.061,0.067
1,B2_1,0.074,0.062,0.061,0.057,0.065,0.061,0.056,0.059,0.059,0.068,0.062,0.063,0.064,0.06,0.061,0.067
1,B2_2,0.075,0.06,0.061,0.058,0.064,0.062,0.057,0.058,0.058,0.068,0.062,0.063,0.064,0.06,0.062,0.068
1,B2_3,0.073,0.062,0.061,0.057,0.066,0.06,0.056,0.059,0.058,0.068,0.063,0.063,0.066,0.061,0.06,0.067
1,y1,0.072,0.061,0.061,0.059,0.068,0.059,0.057,0.059,0.057,0.067,0.065,0.065,0.064,0.061,0.058,0.067
1,y2,0.073,0.059,0.061,0.058,0.068,0.059,0.058,0.058,0.057,0.068,0.065,0.066,0.064,0.059,0.059,0.068
1,y3,0.073,0.061,0.062,0.057,0.066,0.06,0.056,0.057,0.058,0.068,0.064,0.066,0.063,0.06,0.059,0.068
2,.,0.089,0.057,0.059,0.061,0.061,0.058,0.062,0.059,0.06,0.062,0.061,0.062,0.061,0.063,0.062,0.064
2,A1_1,0.087,0.057,0.06,0.06,0.063,0.059,0.061,0.058,0.058,0.063,0.063,0.061,0.061,0.061,0.062,0.065
2,A1_2,0.087,0.058,0.06,0.06,0.062,0.059,0.063,0.057,0.059,0.065,0.061,0.06,0.062,0.061,0.062,0.066
2,A1_3,0.087,0.058,0.06,0.059,0.063,0.059,0.061,0.056,0.059,0.066,0.062,0.062,0.061,0.06,0.061,0.067
2,B1_1,0.087,0.058,0.059,0.059,0.064,0.058,0.061,0.057,0.058,0.067,0.063,0.063,0.062,0.06,0.059,0.067
2,B1_2,0.087,0.058,0.06,0.058,0.065,0.058,0.058,0.057,0.058,0.066,0.064,0.063,0.061,0.06,0.06,0.067
2,B1_3,0.087,0.057,0.059,0.059,0.066,0.059,0.057,0.056,0.057,0.065,0.065,0.063,0.061,0.059,0.061,0.068
2,A2_1,0.087,0.057,0.06,0.058,0.065,0.058,0.058,0.056,0.057,0.066,0.063,0.063,0.062,0.06,0.061,0.068
2,A2_2,0.086,0.061,0.06,0.056,0.064,0.06,0.058,0.056,0.057,0.066,0.06,0.061,0.064,0.062,0.063,0.068
2,A2_3,0.089,0.059,0.06,0.055,0.064,0.059,0.057,0.057,0.057,0.067,0.06,0.061,0.064,0.062,0.062,0.068
2,B2_1,0.089,0.06,0.059,0.056,0.063,0.06,0.055,0.057,0.058,0.066,0.061,0.062,0.062,0.061,0.063,0.068
2,B2_2,0.091,0.058,0.059,0.057,0.062,0.06,0.056,0.057,0.058,0.066,0.061,0.062,0.062,0.061,0.063,0.068
2,B2_3,0.088,0.06,0.059,0.056,0.064,0.059,0.054,0.057,0.057,0.066,0.061,0.062,0.064,0.062,0.062,0.068
2,y1,0.087,0.059,0.059,0.058,0.066,0.058,0.056,0.057,0.057,0.065,0.064,0.064,0.062,0.062,0.059,0.068
2,y2,0.088,0.057,0.06,0.058,0.066,0.058,0.057,0.056,0.056,0.066,0.064,0.064,0.062,0.06,0.06,0.069
2,y3,0.088,0.059,0.06,0.057,0.065,0.059,0.054,0.056,0.057,0.066,0.063,0.064,0.062,0.061,0.06,0.069
3,.,0.102,0.056,0.058,0.06,0.06,0.057,0.061,0.057,0.059,0.06,0.059,0.06,0.059,0.064,0.063,0.064
3,A1_1,0.101,0.056,0.059,0.059,0.062,0.058,0.06,0.057,0.057,0.061,0.062,0.059,0.059,0.062,0.063,0.065
3,A1_2,0.101,0.056,0.058,0.059,0.06,0.058,0.062,0.055,0.058,0.063,0.059,0.058,0.061,0.062,0.063,0.066
3,A1_3,0.102,0.056,0.058,0.058,0.061,0.057,0.06,0.054,0.058,0.065,0.06,0.06,0.06,0.061,0.062,0.067
3,B1_1,0.102,0.056,0.058,0.058,0.063,0.056,0.06,0.055,0.057,0.065,0.061,0.061,0.06,0.06,0.06,0.067
3,B1_2,0.103,0.056,0.058,0.057,0.063,0.057,0.057,0.055,0.057,0.064,0.062,0.061,0.059,0.061,0.06,0.068
3,B1_3,0.103,0.055,0.058,0.058,0.064,0.058,0.056,0.055,0.056,0.063,0.063,0.062,0.059,0.06,0.062,0.069
3,A2_1,0.103,0.055,0.058,0.057,0.063,0.057,0.057,0.055,0.056,0.065,0.062,0.062,0.061,0.061,0.062,0.069
3,A2_2,0.101,0.059,0.058,0.055,0.062,0.058,0.056,0.054,0.056,0.065,0.059,0.059,0.063,0.063,0.064,0.069
3,A2_3,0.105,0.058,0.058,0.054,0.062,0.058,0.055,0.055,0.056,0.065,0.059,0.06,0.062,0.063,0.063,0.069
3,B2_1,0.105,0.058,0.058,0.055,0.061,0.059,0.054,0.055,0.057,0.064,0.059,0.06,0.061,0.062,0.064,0.069
3,B2_2,0.107,0.056,0.058,0.056,0.061,0.059,0.054,0.055,0.057,0.065,0.059,0.06,0.06,0.061,0.064,0.069
3,B2_3,0.104,0.058,0.058,0.056,0.062,0.057,0.053,0.055,0.056,0.065,0.06,0.06,0.062,0.063,0.063,0.069
3,y1,0.103,0.057,0.058,0.057,0.064,0.057,0.055,0.056,0.056,0.063,0.062,0.062,0.06,0.062,0.06,0.068
3,y2,0.104,0.055,0.058,0.057,0.064,0.057,0.055,0.054,0.055,0.064,0.062,0.062,0.061,0.061,0.061,0.069
3,y3,0.104,0.057,0.059,0.056,0.063,0.058,0.053,0.054,0.056,0.064,0.061,0.062,0.06,0.062,0.061,0.07
4,.,0.115,0.055,0.057,0.059,0.058,0.056,0.059,0.056,0.058,0.058,0.058,0.059,0.058,0.065,0.064,0.065
4,A1_1,0.115,0.054,0.058,0.058,0.06,0.057,0.059,0.056,0.056,0.059,0.06,0.058,0.058,0.062,0.064,0.066
4,A1_2,0.116,0.055,0.057,0.058,0.058,0.057,0.061,0.054,0.057,0.061,0.058,0.057,0.059,0.063,0.064,0.067
4,A1_3,0.118,0.055,0.057,0.057,0.059,0.056,0.058,0.053,0.057,0.062,0.058,0.058,0.058,0.062,0.063,0.068
4,B1_1,0.118,0.055,0.056,0.057,0.061,0.055,0.058,0.054,0.056,0.063,0.06,0.059,0.058,0.061,0.061,0.068
4,B1_2,0.119,0.055,0.057,0.056,0.061,0.055,0.056,0.054,0.056,0.062,0.061,0.06,0.057,0.061,0.061,0.068
4,B1_3,0.119,0.054,0.056,0.057,0.062,0.056,0.055,0.053,0.055,0.061,0.062,0.06,0.057,0.061,0.062,0.069
4,A2_1,0.12,0.054,0.056,0.055,0.061,0.056,0.055,0.053,0.055,0.062,0.06,0.06,0.059,0.061,0.063,0.069
4,A2_2,0.117,0.057,0.057,0.054,0.06,0.057,0.055,0.053,0.055,0.062,0.057,0.058,0.061,0.063,0.065,0.07
4,A2_3,0.121,0.056,0.056,0.053,0.06,0.056,0.054,0.054,0.055,0.063,0.057,0.058,0.061,0.063,0.064,0.069
4,B2_1,0.122,0.056,0.056,0.054,0.06,0.057,0.053,0.054,0.056,0.062,0.057,0.058,0.059,0.063,0.064,0.069
4,B2_2,0.124,0.054,0.056,0.055,0.059,0.057,0.053,0.054,0.055,0.062,0.058,0.059,0.059,0.062,0.065,0.069
4,B2_3,0.121,0.056,0.056,0.054,0.06,0.056,0.052,0.054,0.055,0.062,0.058,0.059,0.06,0.064,0.063,0.069
4,y1,0.119,0.055,0.056,0.056,0.062,0.055,0.053,0.054,0.055,0.061,0.06,0.06,0.059,0.063,0.061,0.069
4,y2,0.121,0.054,0.056,0.055,0.062,0.055,0.054,0.053,0.054,0.062,0.061,0.061,0.059,0.062,0.062,0.07
4,y3,0.121,0.056,0.057,0.054,0.061,0.056,0.052,0.053,0.055,0.062,0.06,0.061,0.058,0.063,0.062,0.07
5,.,0.128,0.054,0.055,0.058,0.057,0.055,0.058,0.055,0.057,0.057,0.057,0.057,0.056,0.066,0.064,0.065
5,A1_1,0.13,0.053,0.056,0.057,0.058,0.056,0.057,0.054,0.055,0.058,0.059,0.057,0.056,0.063,0.064,0.066
5,A1_2,0.13,0.054,0.055,0.056,0.057,0.056,0.059,0.053,0.056,0.059,0.056,0.055,0.058,0.063,0.065,0.067
5,A1_3,0.133,0.054,0.055,0.056,0.058,0.055,0.057,0.052,0.056,0.061,0.057,0.057,0.057,0.063,0.063,0.068
5,B1_1,0.134,0.053,0.055,0.056,0.059,0.054,0.057,0.052,0.055,0.061,0.058,0.058,0.057,0.062,0.062,0.068
5,B1_2,0.135,0.053,0.055,0.055,0.059,0.054,0.054,0.053,0.055,0.06,0.059,0.058,0.056,0.062,0.062,0.069
5,B1_3,0.136,0.052,0.054,0.056,0.06,0.055,0.053,0.052,0.054,0.059,0.06,0.059,0.055,0.061,0.063,0.07
5,A2_1,0.137,0.052,0.054,0.054,0.06,0.054,0.054,0.052,0.053,0.061,0.059,0.058,0.057,0.062,0.063,0.07
5,A2_2,0.133,0.055,0.055,0.053,0.058,0.056,0.054,0.052,0.054,0.061,0.056,0.056,0.059,0.064,0.066,0.07
5,A2_3,0.138,0.054,0.055,0.052,0.058,0.055,0.053,0.052,0.053,0.061,0.056,0.057,0.059,0.064,0.065,0.07
5,B2_1,0.139,0.054,0.054,0.053,0.058,0.056,0.051,0.052,0.054,0.06,0.056,0.057,0.057,0.063,0.065,0.07
5,B2_2,0.141,0.053,0.054,0.053,0.057,0.056,0.052,0.052,0.054,0.061,0.056,0.057,0.057,0.062,0.065,0.07
5,B2_3,0.139,0.054,0.054,0.053,0.059,0.054,0.05,0.053,0.054,0.06,0.057,0.057,0.058,0.064,0.064,0.07
5,y1,0.136,0.054,0.054,0.054,0.061,0.054,0.052,0.053,0.053,0.059,0.059,0.059,0.057,0.063,0.062,0.069
5,y2,0.138,0.052,0.054,0.054,0.06,0.054,0.053,0.051,0.053,0.06,0.059,0.059,0.057,0.062,0.062,0.07
5,y3,0.138,0.054,0.055,0.053,0.059,0.055,0.05,0.051,0.054,0.06,0.058,0.059,0.057,0.063,0.063,0.071
6,.,0.14,0.053,0.054,0.056,0.055,0.054,0.057,0.054,0.056,0.056,0.055,0.056,0.055,0.066,0.065,0.066
6,A1_1,0.143,0.052,0.055,0.055,0.057,0.055,0.056,0.053,0.054,0.056,0.057,0.055,0.055,0.064,0.065,0.067
6,A1_2,0.144,0.052,0.054,0.055,0.055,0.055,0.058,0.052,0.055,0.058,0.055,0.054,0.056,0.064,0.066,0.068
6,A1_3,0.148,0.052,0.054,0.054,0.056,0.054,0.056,0.051,0.055,0.059,0.056,0.056,0.055,0.063,0.064,0.069
6,B1_1,0.149,0.052,0.053,0.054,0.058,0.053,0.056,0.051,0.054,0.059,0.057,0.056,0.055,0.062,0.063,0.069
6,B1_2,0.151,0.052,0.053,0.054,0.058,0.053,0.053,0.051,0.054,0.059,0.058,0.057,0.054,0.062,0.063,0.069
6,B1_3,0.152,0.051,0.053,0.054,0.059,0.054,0.052,0.051,0.053,0.058,0.059,0.057,0.054,0.061,0.064,0.07
