,,.,A1_1,A1_2,A1_3,B1_1,B1_2,B1_3,A2_1,A2_2,A2_3,B2_1,B2_2,B2_3,y1,y2,y3
1,.,0.121,0.02,0.074,0.018,0.022,0.033,0.028,0.023,0.024,0.015,0.022,0.021,0.039,0.179,0.204,0.157
1,A1_1,0.19,0.029,0.051,0.032,0.042,0.053,0.043,0.023,0.026,0.028,0.016,0.012,0.017,0.158,0.154,0.126
1,A1_2,0.137,0.022,0.016,0.029,0.159,0.123,0.186,0.012,0.014,0.023,0.024,0.024,0.035,0.059,0.053,0.085
1,A1_3,0.268,0.033,0.028,0.03,0.101,0.15,0.061,0.02,0.016,0.023,0.012,0.015,0.024,0.071,0.075,0.072
1,B1_1,0.241,0.087,0.3,0.115,0.02,0.03,0.022,0.031,0.025,0.029,0.005,0.009,0.006,0.029,0.02,0.031
1,B1_2,0.32,0.049,0.047,0.058,0.015,0.016,0.017,0.057,0.054,0.058,0.02,0.017,0.011,0.114,0.09,0.057
1,B1_3,0.284,0.077,0.243,0.059,0.014,0.028,0.014,0.041,0.037,0.027,0.008,0.012,0.012,0.054,0.047,0.046
1,A2_1,0.097,0.007,0.007,0.003,0.009,0.027,0.013,0.01,0.015,0.004,0.052,0.16,0.487,0.027,0.046,0.036
1,A2_2,0.162,0.017,0.011,0.01,0.013,0.026,0.02,0.017,0.013,0.008,0.1,0.127,0.302,0.048,0.072,0.052
1,A2_3,0.309,0.032,0.021,0.03,0.022,0.028,0.026,0.047,0.042,0.034,0.051,0.072,0.076,0.076,0.078,0.055
1,B2_1,0.234,0.017,0.032,0.011,0.01,0.01,0.015,0.044,0.369,0.098,0.011,0.033,0.018,0.039,0.028,0.028
1,B2_2,0.347,0.034,0.048,0.03,0.01,0.011,0.009,0.083,0.128,0.071,0.013,0.023,0.014,0.078,0.062,0.038
1,B2_3,0.273,0.031,0.032,0.031,0.013,0.011,0.017,0.073,0.207,0.113,0.014,0.028,0.012,0.067,0.044,0.035
1,y1,0.358,0.058,0.017,0.052,0.038,0.044,0.047,0.042,0.037,0.045,0.043,0.072,0.055,0.034,0.029,0.031
1,y2,0.376,0.053,0.025,0.051,0.033,0.03,0.038,0.052,0.093,0.092,0.018,0.035,0.018,0.034,0.023,0.027
1,y3,0.294,0.057,0.018,0.065,0.085,0.084,0.087,0.028,0.014,0.028,0.037,0.047,0.049,0.035,0.031,0.04
2,.,0.129,0.032,0.03,0.041,0.023,0.045,0.039,0.028,0.024,0.028,0.041,0.031,0.035,0.16,0.152,0.162
2,A1_1,0.098,0.011,0.01,0.008,0.078,0.201,0.328,0.005,0.009,0.007,0.011,0.015,0.016,0.047,0.086,0.068
2,A1_2,0.063,0.008,0.01,0.005,0.08,0.105,0.577,0.003,0.005,0.005,0.008,0.008,0.012,0.025,0.057,0.029
2,A1_3,0.164,0.012,0.009,0.012,0.15,0.194,0.231,0.013,0.014,0.014,0.01,0.013,0.011,0.04,0.059,0.054
2,B1_1,0.219,0.055,0.104,0.138,0.013,0.026,0.014,0.018,0.022,0.025,0.014,0.025,0.045,0.118,0.09,0.072
2,B1_2,0.257,0.086,0.063,0.22,0.016,0.024,0.009,0.024,0.009,0.015,0.016,0.012,0.029,0.11,0.055,0.056
2,B1_3,0.333,0.09,0.091,0.059,0.015,0.029,0.022,0.018,0.023,0.018,0.006,0.011,0.05,0.1,0.083,0.052
